Description;Asset;Route Name;Source Name;Asset Type;Source State;Destination State;Destination Name;Source Mode;Destination Mode;Source Interface;Destination Interface;Source Protocol;Destination Protocol;Source BW;Destination BW;S_SSM;Destination IP;Source Address;Destination Port;Source Port;Last Update;BW In Total;BW Out Total
SRT-CBC-01-84-1;SRT-CBC-01;84_HUSTLER-TV_CBC01_P;HUSTLER-TV_P;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;5.64;5.61;0.0.0.0;233.233.250.213;192.235.90.156;5,004;6,017;2/6/2026 09:35;377.38;368.39
SRT-ABC-05-060-1;SRT-ABC-05;060_TIGO-SPORTS3_ABC05_P;TIGO-SPORTS3;Broadcast;connecting;disconnected;IRD-1270_B;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.60;190.128.173.170;10,000;3,009;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-059-1;SRT-ABC-05;059_TIGO-SPORTS+_ABC05_P;TIGO-SPORTS+;Broadcast;connected;connected;IRD-1270_P;Caller;Multicast;eno1;eno2;SRT;UDP;8.17;8.18;0.0.0.0;238.77.25.59;190.128.173.170;10,000;3,010;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-058-1;SRT-ABC-05;058_ABC05_TATA-PLACA_TEST;placa;Broadcast;connection established;disconnected;TATA_GVAMPP;Multicast;Caller;eno2;eno1;UDP;SRT;0;0;10.77.12.185;147.185.255.237;238.77.25.200;10,050;10,000;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-124-1;SRT-ABC-05;124_ECDF2doBup_ABC;124_ECDF2doBup_ABC;Broadcast;connected;connected;ECDF2do Bup;Caller;Multicast;eno1;eno2;SRT;UDP;11.37;11.37;0.0.0.0;238.77.25.124;179.60.188.164;10,000;5,055;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-008-1;SRT-ABC-05;008_COBC02-ADTEC1-MON-05_ABC05_TOC2;COBC02-ADTEC1-MON-05;Broadcast;connected;connected;LAN;Listener;Multicast;eno1;eno2;SRT;UDP;3.58;3.58;0.0.0.0;238.77.25.8;0.0.0.0;10,000;14,001;2/6/2026 09:35;427.71;435.77
SRT-CBC-02-42-1;SRT-CBC-02;42_Marquee_Sports;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;11.1;11.1;0.0.0.0;233.233.251.170;162.150.41.26;5,004;5,023;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-13-1;SRT-CBC-02;13_ABC_CBC_UComedy-HD_B;SRT-ABC-04;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;9.19;9.19;0.0.0.0;233.233.251.192;0.0.0.0;5,004;10,024;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-09-1;SRT-CBC-02;09_VePlus HD Backup;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;4.6;4.6;0.0.0.0;233.233.251.153;216.39.249.198;5,004;17,815;2/6/2026 09:35;439.65;333.46
SRT-CBC-01-61-1;SRT-CBC-01;61_CBC02_ABC02_ITX-PPV02_P;CE103P08_12906;Broadcast;connected;connected;ABC02;Multicast;Caller;eno2;eno1;UDP;SRT;12.26;12.26;10.33.213.130;10.177.58.101;239.139.213.138;10,061;5,003;2/6/2026 09:35;377.38;368.39
SRT-ABC-05-018-1;SRT-ABC-05;018_TELE12_DSPORTS_URUGUAY-ABC;DSportsUruguay;Broadcast;connecting;disconnected;RCV;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.18;179.27.83.187;10,000;10,001;2/6/2026 09:35;427.71;435.77
SRT-ABC-04-088-1;SRT-ABC-04;088_ABC04_DSports-ARG-Telecentro_BK;Kyrion 1B;Broadcast;disconnected;disconnected;Telecentro;Multicast;Listener;ens34;ens33;UDP;SRT;0;0;10.77.10.1;0.0.0.0;239.195.10.1;10,088;8,000;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-090-1;SRT-ABC-04;090_CARDINAL_ABC-04_BK;CARDINAL_BK;Broadcast;connected;connected;MCAST;Listener;Multicast;ens33;ens34;SRT;UDP;3.35;3.36;0.0.0.0;238.77.24.90;0.0.0.0;10,000;10,091;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-084-1;SRT-ABC-04;084_ABC04_TELECENTRO-DNEWS_BK;ENC-9008-B;Broadcast;connected;connected;CABLEVIDEO_SantaFe_B;Multicast;Listener;ens34;ens33;RTP;SRT;8.25;8.18;10.77.54.71;0.0.0.0;239.77.43.190;10,484;8,000;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-066-1;SRT-ABC-04;066_BBC_ABC-MUX-16-B;BBC-MUX-03;Broadcast;connecting;disconnected;MUX-16-B;Listener;Multicast;ens33;ens34;SRT;RTP;0;0;0.0.0.0;239.77.24.16;0.0.0.0;5,090;14,016;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-028-1;SRT-ABC-04;028_PMP_SRT04_GH-CAM04_BK;STD-PAMPA-GH-CAM04_BK;Broadcast;connected;connected;LAN;Listener;Multicast;ens33;ens34;SRT;UDP;6.75;6.75;0.0.0.0;238.77.24.28;0.0.0.0;10,000;11,028;2/6/2026 09:35;317.92;470.46
SRT-CBC-02-41-2;SRT-CBC-02;41_Available;RX1120;Broadcast;;disconnected;AMPP EC2_CALLER_TEST;;Caller;;;;SRT;;0;;54.147.123.240;;60,001;;2/6/2026 09:35;439.65;333.46
SRT-ABC-05-065-1;SRT-ABC-05;065_ABC05_ESTUDIO-MUNRO_GH-24X7_P;SRT3-GH_24X7;Broadcast;connected;connected;LUMINA_MUNRO;Multicast;Caller;eno2;eno1;UDP;SRT;9.61;9.61;10.7.250.103;186.183.89.129;238.77.23.77;10,065;10,000;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-032-1;SRT-ABC-05;032_AllAccess_ABC04_BK;All Access;Broadcast;connecting;disconnected;RCV OCA 21B;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.32;186.183.89.129;10,000;10,032;2/6/2026 09:35;427.71;435.77
SRT-ABC-04-050-1;SRT-ABC-04;050_LaTeleTuya-AAC_ABC04_BK;TLT_B_AAC_BK;Broadcast;connecting;disconnected;VOS-TLT-AAC-B;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.50;38.255.85.84;10,000;9,011;2/6/2026 09:35;317.92;470.46
SRT-ABC-05-092-1;SRT-ABC-05;092_TATA_ABC05_TEST-02;TATA-SERVER-02;Broadcast;connecting;disconnected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.92;147.185.255.113;10,000;10,042;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-091-1;SRT-ABC-05;091_TATA_ABC05_TEST-01;TATA-SERVER-01;Broadcast;connected;connected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;8.18;8.17;0.0.0.0;238.77.25.91;147.185.255.109;10,000;10,026;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-070-1;SRT-ABC-05;070_ABC05_TATA_HOLATV_P;holatv_P;Broadcast;connected;connected;TATA;Multicast;Caller;eno2;eno1;UDP;SRT;8.17;8.17;10.77.22.10;147.185.255.113;239.77.16.10;10,050;8,999;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-063-1;SRT-ABC-05;063_Teleamazonas;Teleamazonas_Guayaquil;Broadcast;connected;connected;RCV_TeleAmz;Caller;Multicast;eno1;eno2;SRT;UDP;15.11;15.14;0.0.0.0;238.77.25.63;179.60.189.93;10,000;15,000;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-062-1;SRT-ABC-05;062_WINSPORTS+_ABC05_EMERGENCIA;WINSPORTS+;Broadcast;connecting;disconnected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.62;186.155.246.140;10,000;5,041;2/6/2026 09:35;427.71;435.77
SRT-ABC-04-027-1;SRT-ABC-04;027_PMP_SRT04_GH-CAM03_BK;STD-PAMPA-GH-CAM03_BK;Broadcast;connected;connected;LAN;Listener;Multicast;ens33;ens34;SRT;UDP;6.76;6.76;0.0.0.0;238.77.24.27;0.0.0.0;10,000;10,027;2/6/2026 09:35;317.92;470.46
SRT-CBC-02-81-1;SRT-CBC-02;81_RFI;RFI;Broadcast;connecting;disconnected;RFI radio at CBC VDIP;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.185;ip5.easytools.tv;5,004;11,457;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-80-2;SRT-CBC-02;80_MUX-TO-AWS-DX-TEST;MUX-HD-25;Broadcast;;disconnected;DirectConnect_DX_MC;;Caller;;eno2;;SRT;;0;;10.234.0.109;;10,000;;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-80-1;SRT-CBC-02;80_MUX-TO-AWS-DX-TEST;MUX-HD-25;Broadcast;disconnected;disconnected;CBC VDIP;Multicast;Multicast;eno2;eno2;RTP;UDP;0;0;10.33.48.25;233.233.251.159;239.139.48.25;5,004;5,090;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-79-1;SRT-CBC-02;79_MLB CH6-PD01-TGT-AWS-WEST-BU;MLB CH6;Broadcast;disconnected;;;Caller;;eno1;;SRT;;0;;0.0.0.0;;dgpwg-srt.mlb.io.zixi.com;;15,006;2/6/2026 09:35;;
SRT-CBC-02-77-1;SRT-CBC-02;77_MLB CH4-PD01-TGT-AWS-WEST-BU;MLB CH4;Broadcast;disconnected;;;Caller;;eno1;;SRT;;0;;0.0.0.0;;mmewe-srt.mlb.io.zixi.com;;15,004;2/6/2026 09:35;;
SRT-CBC-02-74-1;SRT-CBC-02;74_MLB CH1-PD01-TGT-AWS-EAST-BU;MLB CH1;Broadcast;connecting;;;Caller;;eno1;;SRT;;0;;0.0.0.0;;ydjge-srt.mlb.io.zixi.com;;15,001;2/6/2026 09:35;;
SRT-CBC-02-64-1;SRT-CBC-02;64_CBC02_ABC05_ITX-PPV05_B;CE102B08_13111;Broadcast;connected;connected;ABC02;Multicast;Caller;eno2;eno1;UDP;SRT;12.26;12.26;10.33.223.120;168.195.108.102;239.139.223.128;10,067;5,003;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-63-1;SRT-CBC-02;63_CBC02_ABC02_ITX-PPV04_B;CE102B05_13106;Broadcast;connected;connected;ABC02;Multicast;Caller;eno2;eno1;UDP;SRT;12.26;12.26;10.33.223.120;168.195.108.102;239.139.223.125;10,066;5,003;2/6/2026 09:35;439.65;333.46
SRT-ABC-05-053-1;SRT-ABC-05;053_BBC01_ABC05_MUX-16B_BK;BBC01-MUX-16B;Broadcast;connected;connected;UTPS03;Caller;Multicast;eno1;eno2;SRT;RTP;36.09;36;0.0.0.0;238.77.25.53;189.28.24.97;10,000;10,053;2/6/2026 09:35;427.71;435.77
SRT-CBC-01-77-1;SRT-CBC-01;77_MLB CH4-PD01-TGT-AWS-WEST-MAIN;MLB CH4;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.208;mmewe-srt.mlb.io.zixi.com;5,004;15,004;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-44-1;SRT-CBC-01;44_Flow_Sports;Provider Encoder;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.194;181.188.29.78;5,004;4,604;2/6/2026 09:35;377.38;368.39
SRT-ABC-04-056-1;SRT-ABC-04;056_CARACOL-OTT_ABC04_BK;CARACOL;Broadcast;connected;connected;RCV;Caller;Multicast;ens33;ens34;SRT;UDP;5.49;5.49;0.0.0.0;238.77.24.56;185.122.242.38;10,000;3,002;2/6/2026 09:35;317.92;470.46
SRT-ABC-05-122-1;SRT-ABC-05;122_Prueba DNEWS Diario el pais;122_PruebaDNEws;Broadcast;connecting;disconnected;122;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.122;54.94.110.82;10,000;5,504;2/6/2026 09:35;427.71;435.77
SRT-ABC-04-097-1;SRT-ABC-04;097_Teleamazonas_B;Teleamazonas_Guayaquil;Broadcast;connected;connected;Teleamazonas_B;Caller;Multicast;ens33;ens34;SRT;UDP;15.04;15.05;0.0.0.0;238.77.24.97;179.49.201.246;10,000;15,001;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-015-1;SRT-ABC-04;015_ DShow_a_Proveedores_B;DShow_Ateme_OTT_B;Broadcast;connected;connected;DShow_ETB_B;Multicast;Listener;ens34;ens33;UDP;SRT;8.27;8.27;10.77.32.131;0.0.0.0;232.248.131.4;10,015;5,007;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-073-1;SRT-ABC-04;073_MUSICTOP_BACKUP-ABC;MUSICTOP;Broadcast;disconnected;;;Listener;;ens33;;SRT;;0;;0.0.0.0;;0.0.0.0;;10,073;2/6/2026 09:35;;
SRT-CBC-02-76-1;SRT-CBC-02;76_MLB CH3-PD01-TGT-AWS-EAST-BU;MLB CH3;Broadcast;disconnected;;;Caller;;eno1;;SRT;;0;;0.0.0.0;;awjen-srt.mlb.io.zixi.com;;15,003;2/6/2026 09:35;;
SRT-ABC-04-013-1;SRT-ABC-04;013_TATA_ABC04_POC CHN3_PPV;PPV Channel Return;Broadcast;connecting;disconnected;lan;Listener;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.13;0.0.0.0;10,000;2,100;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-084-6;SRT-ABC-04;084_ABC04_TELECENTRO-DNEWS_BK;ENC-9008-B;Broadcast;;connected;TELECENTRO_New;;Listener;;;;SRT;;8.17;;0.0.0.0;;10,284;;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-114-1;SRT-ABC-04;114_DSports_Col_B;CNTENC;Broadcast;connected;connected;ETB_Colombia_B;Multicast;Listener;ens34;ens33;UDP;SRT;13.36;13.36;10.77.10.11;0.0.0.0;239.195.110.11;10,114;8,000;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-005-5;SRT-ABC-04;005_ABC04_INTER-TV-DTV-SPORTS-PLUS_P;DTVSPORTS-PLUS;Broadcast;;connected;TUVES(INTERTV-CHILE);;Listener;;ens33;;SRT;;14.14;;0.0.0.0;;10,205;;2/6/2026 09:35;317.92;470.46
SRT-ABC-05-022-1;SRT-ABC-05;022_CANAL3-ROSARIO_ABC05_;CANAL3ROSARIO;Broadcast;connected;connected;RCV1325B;Caller;Multicast;eno1;eno2;SRT;UDP;2.8;2.81;0.0.0.0;238.77.25.22;200.123.111.154;10,000;10,022;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-005-1;SRT-ABC-05;005_ECDF EX BK;ECDF;Broadcast;disconnected;disconnected;RCV1372P;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.125;190.57.130.251;10,000;10,016;2/6/2026 09:35;427.71;435.77
SRT-ABC-04-086-1;SRT-ABC-04;086_TVES_ABC04_BK;TVES_BK;Broadcast;connecting;disconnected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.86;190.153.103.32;10,000;20,002;2/6/2026 09:35;317.92;470.46
SRT-ABC-05-119-1;SRT-ABC-05;119_Caracol_abc05_test;Caracol P;Broadcast;connecting;;;Caller;;eno1;;SRT;;0;;0.0.0.0;;190.216.158.237;;9,102;2/6/2026 09:35;;
SRT-ABC-05-110-1;SRT-ABC-05;110_CANAL7-MENDOZA_abc05_BK;CANAL7-MENDOZA-B;Broadcast;connected;connected;RCV;Caller;Multicast;eno1;eno2;SRT;UDP;6.11;6.14;0.0.0.0;238.77.25.110;190.113.164.51;10,000;12,512;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-049-1;SRT-ABC-05;049_TATA-DNEWS_ABC05_ARI-POC;TATA_GVAMPP;Broadcast;connecting;;;Listener;;eno1;;SRT;;0;;0.0.0.0;;0.0.0.0;;10,049;2/6/2026 09:35;;
SRT-ABC-04-084-3;SRT-ABC-04;084_ABC04_TELECENTRO-DNEWS_BK;ENC-9008-B;Broadcast;;connected;Claro TV;;Listener;;ens33;;SRT;;8.17;;0.0.0.0;;10,584;;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-065-2;SRT-ABC-04;065_ABC04_LAN-TOOLBOX_POC_BORRAR;LAN-CHANNEL;Broadcast;;disconnected;bbc-caller-test;;Caller;;ens33;;SRT;;0;;189.28.24.97;;14,018;;2/6/2026 09:35;317.92;470.46
SRT-CBC-01-85-1;SRT-CBC-01;85_XTSY-XXX_CBC01_P;XTSY-XXX_P;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;5.64;5.6;0.0.0.0;233.233.250.214;192.235.90.156;5,004;6,018;2/6/2026 09:35;377.38;368.39
SRT-ABC-05-001-1;SRT-ABC-05;001_VTV_INTERTV-ABC05_BU;VTV-INTERTV;Broadcast;connected;connected;HARMONIC-VOS;Caller;Multicast;eno1;eno2;SRT;UDP;8.58;8.58;0.0.0.0;238.77.25.1;138.185.64.23;10,000;3,104;2/6/2026 09:35;427.71;435.77
SRT-ABC-04-096-1;SRT-ABC-04;096_EVRIDEO_ABC04_TEST2;EVRIDEO;Broadcast;connecting;disconnected;PPV 2;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.96;138.3.244.195;10,000;47,549;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-092-1;SRT-ABC-04;092_AMPP_ABC04_POC_PPV_Return_TEST;AMPP-PPV;Broadcast;connecting;disconnected;lan;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.92;44.212.232.42;10,000;60,004;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-085-1;SRT-ABC-04;085_TELEVEN_ABC04_BK;TELEVEN_BK;Broadcast;connecting;disconnected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.24.85;190.94.209.139;10,000;11,002;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-084-4;SRT-ABC-04;084_ABC04_TELECENTRO-DNEWS_BK;ENC-9008-B;Broadcast;;disconnected;Cotel CH_B;;Listener;;ens33;;SRT;;0;;0.0.0.0;;10,384;;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-084-2;SRT-ABC-04;084_ABC04_TELECENTRO-DNEWS_BK;ENC-9008-B;Broadcast;;connected;Cablevision;;Listener;;ens33;;SRT;;8.18;;0.0.0.0;;10,084;;2/6/2026 09:35;317.92;470.46
SRT-ABC-04-074-1;SRT-ABC-04;074_TIERRAMIATV_BACKUP-ABC;TIERRAMIATV;Broadcast;disconnected;;;Listener;;ens33;;SRT;;0;;0.0.0.0;;0.0.0.0;;10,074;2/6/2026 09:35;;
SRT-ABC-04-061-1;SRT-ABC-04;061_CBC02_ABC04_TEST_BORRAR;CBC02;Broadcast;connected;connected;RCV 24B;Listener;Multicast;;ens34;SRT;UDP;8.18;8.17;0.0.0.0;238.77.24.61;0.0.0.0;10,000;10,044;2/6/2026 09:35;317.92;470.46
SRT-CBC-02-62-1;SRT-CBC-02;62_CBC02_ABC02_ITX-PPV03_B;CE102B03_13101;Broadcast;connected;connected;ABC02;Multicast;Caller;eno2;eno1;UDP;SRT;12.26;12.26;10.33.223.120;168.195.108.102;239.139.223.123;10,062;5,003;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-61-1;SRT-CBC-02;61_CBC02_ABC02_ITX-PPV02_B;CE103B08_12906;Broadcast;connected;connected;ABC02;Multicast;Caller;eno2;eno1;UDP;SRT;12.26;12.26;10.33.223.130;168.195.108.102;239.139.223.138;10,061;5,003;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-30-1;SRT-CBC-02;30_ABC_CBC_Available;SRT-ABC-02;Broadcast;disconnected;;CBC VIDEO NETWORK;Listener;Multicast;;eno2;SRT;RTP;0;0;0.0.0.0;233.233.251.152;0.0.0.0;5,004;10,015;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-27-1;SRT-CBC-02;27_VLC 2_CE105B05 TOC1 TX View;CE105B05;Broadcast;connected;disconnected;VLC 2 CBC;Multicast;Listener;eno2;eno1;UDP;SRT;8.18;0;10.33.223.250;0.0.0.0;239.139.223.150;15,082;5,003;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-26-1;SRT-CBC-02;26_VLC 1_CE105P05_TOC1 Cinco View;CE105P05;Broadcast;disconnected;disconnected;VLC 1 CBC;Multicast;Listener;eno2;eno1;UDP;SRT;0;0;10.33.213.250;0.0.0.0;239.139.213.150;15,081;5,003;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-19-1;SRT-CBC-02;19_TC Television_OTT Backup;Provider Encoder;Broadcast;connected;connected;CBC VIDEO NETWORK;Caller;Multicast;;eno2;SRT;UDP;12.26;12.26;0.0.0.0;233.233.251.169;190.12.3.158;5,004;10,000;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-17-1;SRT-CBC-02;17_CBC_CoBC_TX69 Backup MUX;HVOS CL B;Broadcast;connected;connected;SRT-CoBC-2;Multicast;Caller;eno2;;UDP;SRT;47.41;47.41;10.33.52.38;191.102.239.102;239.139.48.38;14,169;5,090;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-16-1;SRT-CBC-02;16_Vepaco TV Backup;Provider Encoder;Broadcast;disconnected;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;RTP;0;0;0.0.0.0;233.233.251.167;190.15.176.250;5,004;9,010;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-14-1;SRT-CBC-02;14_VALE TV Backup;Provider Encoder;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Caller;Multicast;;eno2;SRT;UDP;0;0;0.0.0.0;233.233.251.162;38.76.136.97;5,004;9,001;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-12-1;SRT-CBC-02;12_ABC_CBC_Std-Universal-HD_B;SRT-ABC-04;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;UDP;12.26;12.26;0.0.0.0;233.233.251.191;0.0.0.0;5,004;10,023;2/6/2026 09:35;439.65;333.46
SRT-CBC-01-24-1;SRT-CBC-01;24_CoBC_CBC_MNC-TOC 2 TX View return;SRT-CoBC-01;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;;eno2;SRT;UDP;3.58;3.58;0.0.0.0;233.233.250.199;0.0.0.0;5,004;14,004;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-26-1;SRT-CBC-01;26_CoBC_CBC_MNC- TOC 1 PID-Filter 2 View;SRT-CoBC-01;Broadcast;connected;connected;CBC VIDEO NETWORK;Listener;Multicast;;eno2;SRT;UDP;15.32;15.32;0.0.0.0;233.233.250.197;0.0.0.0;5,004;14,006;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-27-1;SRT-CBC-01;27_CBC_CoBC_STB Guide Data;CBC UTPS 31 Primary;Broadcast;disconnected;disconnected;SRT-CoBC-01;Multicast;Caller;eno2;;UDP;SRT;0;0;10.33.49.31;10.177.242.101;239.139.49.31;14,131;5,080;2/6/2026 09:35;377.38;368.39
SRT-CBC-01-29-1;SRT-CBC-01;29_PLAYOUT SPTS #2;AVCOM AWS;Broadcast;disconnected;;CBC VIDEO NETWORK;Listener;Multicast;eno1;eno2;SRT;RTP;0;0;0.0.0.0;233.233.250.151;0.0.0.0;5,004;16,003;2/6/2026 09:35;377.38;368.39
SRT-ABC-05-011-1;SRT-ABC-05;011_CANAL8-SANJUAN_ABC05_P;CANAL8-SANJUAN_B;Broadcast;connected;connected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;6.13;6.13;0.0.0.0;238.77.25.11;200.41.218.26;10,000;5,001;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-031-1;SRT-ABC-05;031_Campo-Rural-TV_ABC05_P;Campo-Rural-TV;Broadcast;connected;connected;RCV1274;Caller;Multicast;eno1;eno2;SRT;UDP;9.8;9.79;0.0.0.0;238.77.25.31;201.217.133.189;10,000;10,026;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-089-1;SRT-ABC-05;089_TVPLUS_ABC05_BK;TVPLUS;Broadcast;connected;connected;RCV1372B;Caller;Multicast;eno1;eno2;SRT;UDP;6.1;6.11;0.0.0.0;238.77.25.89;190.151.11.124;10,000;9,110;2/6/2026 09:35;427.71;435.77
SRT-CBC-02-60-1;SRT-CBC-02;60_CBC02_ABC02_ITX-PPV01_B;CE105B02_12901;Broadcast;connected;connected;ABC02;Multicast;Caller;eno2;eno1;UDP;SRT;12.26;12.26;10.33.223.250;168.195.108.102;239.139.223.120;10,060;5,003;2/6/2026 09:35;439.65;333.46
SRT-CBC-02-75-1;SRT-CBC-02;75_MLB CH2-PD01-TGT-AWS-EAST-BU;MLB CH2;Broadcast;connecting;;;Caller;;eno1;;SRT;;0;;0.0.0.0;;kkvwm-srt.mlb.io.zixi.com;;15,002;2/6/2026 09:35;;
SRT-CBC-02-78-1;SRT-CBC-02;78_MLB CH5-PD01-TGT-AWS-WEST-BU;MLB CH5;Broadcast;disconnected;;;Caller;;eno1;;SRT;;0;;0.0.0.0;;jydwq-srt.mlb.io.zixi.com;;15,005;2/6/2026 09:35;;
SRT-ABC-05-057-1;SRT-ABC-05;057_INTI_TV_PRIMARIO;INTI;Broadcast;connected;connected;INTI;Caller;Multicast;eno1;eno2;SRT;UDP;7.15;7.15;0.0.0.0;238.77.25.57;200.7.211.114;10,000;20,104;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-055-1;SRT-ABC-05;055_Telerama-ABC;Telerama Prov;Broadcast;connecting;disconnected;RCv 1059;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.25.55;181.175.114.82;10,000;10,000;2/6/2026 09:35;427.71;435.77
SRT-ABC-05-052-1;SRT-ABC-05;052_BBC01_ABC05_MUX-15B_BK;BBC01-MUX-15B;Broadcast;connected;connected;UTPS02;Caller;Multicast;eno1;eno2;SRT;RTP;30.94;30.87;0.0.0.0;238.77.25.52;189.28.24.97;10,000;10,052;2/6/2026 09:35;427.71;435.77
SRT-CBC-01-79-1;SRT-CBC-01;79_MLB CH6-PD01-TGT-AWS-WEST-MAIN;MLB CH6;Broadcast;connecting;disconnected;CBC VIDEO NETWORK;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;233.233.250.210;dgpwg-srt.mlb.io.zixi.com;5,004;15,006;2/6/2026 09:35;377.38;368.39
SRT-ABC-03-042-3;SRT-ABC-03;042_ABC_INTER-TV_DTV-SPORTS-2_B;DTV-SPORTS-2;Broadcast;;disconnected;TUVES(INTERTV-CHILE);;Listener;;ens33;;SRT;;0;;0.0.0.0;;10,242;;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-008-1;SRT-ABC-01;008_DTV-ECU_ABC01_P;DTV-ECU_P;Broadcast;connecting;disconnected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.8;200.125.221.108;10,000;8,000;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-111-1;SRT-ABC-03;111_TVAGRO_ABC03_P;TVAGRO_P;Broadcast;connected;connected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;5.1;5.12;0.0.0.0;238.77.23.111;190.90.98.25;10,000;6,275;2/6/2026 09:34;350.28;439.18
